Latitude,Longitude,Year,Month,Ocean,Sample_Method,Concentration_pieces_m3,Risk_Label
16.57,-63.37,1993,12,Atlantic Ocean,Neuston net,0.0,Low
15.73,-60.3,1998,11,Atlantic Ocean,Neuston net,0.0,Low
13.7,-61.2,1991,11,Atlantic Ocean,Neuston net,0.0,Low
-32.9211,-71.6411,2015,11,Pacific Ocean,Grab sample,0.0,Low
-29.1203,-18.5112,2011,1,Atlantic Ocean,Neuston net,0.79937,High
2.89,-137.24,2008,12,Pacific Ocean,Neuston net,0.003084,Low
19.73,-146.63,2011,10,Pacific Ocean,Neuston net,0.0,Low
18.37,-75.3,1997,3,Atlantic Ocean,Neuston net,0.0,Low
20.07,-72.4,2006,12,Atlantic Ocean,Neuston net,0.0018,Low
43.385,28.614167,2017,8,Atlantic Ocean,Manta net,0.152369,High
33.2827,-164.9998,2008,2,Pacific Ocean,Neuston net,0.222648,High
86.75014,-140.88221,2016,8,Arctic Ocean,CTD rosette sampler,0.0,Low
16.88,-159.15,2009,3,Pacific Ocean,Neuston net,0.0,Low
24.21,-149.32,2012,2,Pacific Ocean,Neuston net,0.0,Low
33.26,-156.98,2005,10,Pacific Ocean,Neuston net,0.0,Low
33.56,-152.27,2005,11,Pacific Ocean,Neuston net,0.0,Low
37.5,25.3,2015,6,Atlantic Ocean,Manta net,0.1,High
42.47,-67.22,1999,10,Atlantic Ocean,Neuston net,0.00288,Low
42.52,-70.05,1998,7,Atlantic Ocean,Neuston net,0.0027,Low
45.4408,12.3215,2015,11,Atlantic Ocean,Grab sample,0.002,Low
55.9585,-4.895667,2018,10,Atlantic Ocean,Neuston net,0.107284,High
55.806167,12.619667,2021,9,Atlantic Ocean,Manta net,0.003462,Low
39.1395,1.752167,2018,6,Atlantic Ocean,Manta net,0.034546,Low
45.277333,-129.017,2019,12,Pacific Ocean,Manta net,0.168787,High
45.58,-60.29,2001,8,Atlantic Ocean,Neuston net,0.0,Low
43.35,-62.98,1993,7,Atlantic Ocean,Neuston net,0.00216,Low
39.35,-69.48,1994,8,Atlantic Ocean,Neuston net,0.0,Low
40.3,-69.5,1995,8,Atlantic Ocean,Neuston net,0.051836,Low
40.23,-69.71,1989,5,Atlantic Ocean,Neuston net,0.00648,Low
33.88,-57.36,2003,10,Atlantic Ocean,Neuston net,0.00648,Low
37.1165,-25.218167,2014,7,Atlantic Ocean,Manta net,0.347222,High
32.858333,-10.599283,2018,6,Atlantic Ocean,Manta net,0.083714,High
35.8771,-132.573,2008,2,Pacific Ocean,Neuston net,0.51324,High
32.469,-133.5409,2015,9,Pacific Ocean,Manta net,2.131878,High
33.97,-119.39,2002,8,Pacific Ocean,Neuston net,0.0,Low
34.37,-64.63,1987,5,Atlantic Ocean,Neuston net,0.055196,Low
36.52,-63.6,1999,10,Atlantic Ocean,Neuston net,0.0216,Low
24.19,-82.01,2004,2,Atlantic Ocean,Neuston net,0.0,Low
25.2,-75.8,1996,4,Atlantic Ocean,Neuston net,0.058316,Low
25.4,-75.18,1992,4,Atlantic Ocean,Neuston net,0.0,Low
29.3,-59.37,1992,10,Atlantic Ocean,Neuston net,0.032396,Low
26.21,-58.4,2003,10,Atlantic Ocean,Neuston net,0.0072,Low
30.0296,-16.0196,2015,9,Atlantic Ocean,Grab sample,0.002,Low
30.78,-122.45,2002,10,Pacific Ocean,Neuston net,0.0,Low
26.85,-74.42,1991,4,Atlantic Ocean,Neuston net,0.077752,Low
25.77,-77.28,1993,2,Atlantic Ocean,Neuston net,0.00648,Low
26.17,-79.13,1993,2,Atlantic Ocean,Neuston net,0.0,Low
16.6107,-33.5581,2014,11,Atlantic Ocean,Grab sample,0.002,Low
16.107,-32.279,2014,11,Atlantic Ocean,Grab sample,0.009,Low
15.75,-48.27,2014,11,Atlantic Ocean,Grab sample,0.003,Low
26.67355,-130.11035,2015,9,Pacific Ocean,Manta net,0.471239,High
24.28,-143.99,2005,7,Pacific Ocean,Neuston net,0.00216,Low
20.08,-68.15,2000,2,Atlantic Ocean,Neuston net,0.00432,Low
19.18,-69.09,2006,12,Atlantic Ocean,Neuston net,0.0108,Low
17.32,-66.41,2000,5,Atlantic Ocean,Neuston net,0.0,Low
14.85,-61.69,1996,11,Atlantic Ocean,Neuston net,0.0,Low
11.32,-59.7,1996,11,Atlantic Ocean,Neuston net,0.043196,Low
10.758064,-61.436573,2016,2,Atlantic Ocean,Hand picking,0.0,Low
-33.82,2.264,2010,12,Atlantic Ocean,Neuston net,1.158296,High
-1.3,-91.0,2017,10,Pacific Ocean,Plankton net,0.42,High
15.7637,-96.0944,2015,6,Pacific Ocean,Grab sample,0.01,Low
11.28,-63.53,1992,12,Atlantic Ocean,Neuston net,0.0,Low
17.32,-61.0,1996,11,Atlantic Ocean,Neuston net,0.0,Low
20.03,-60.45,2006,10,Atlantic Ocean,Neuston net,0.0,Low
10.33,-156.71,2005,10,Pacific Ocean,Neuston net,0.00216,Low
12.52,-156.96,2011,11,Pacific Ocean,Neuston net,0.0072,Low
32.903333,35.071,2013,7,Atlantic Ocean,Manta net,2.049604,High
31.3098,-163.994,2009,7,Pacific Ocean,Neuston net,3.755847,High
58.107667,-5.793667,2020,1,Atlantic Ocean,Neuston net,0.033715,Low
55.950167,-4.902667,2018,11,Atlantic Ocean,Neuston net,0.043708,Low
63.531,9.217133,2019,7,Arctic Ocean,Manta net,0.055128,Low
68.8885,-51.889833,2021,8,Arctic Ocean,Manta net,0.121036,High
69.0302,-16.62,2015,6,Arctic Ocean,Grab sample,0.009,Low
80.56276,8.03511,2016,8,Arctic Ocean,CTD rosette sampler,375.0,High
44.33,-59.17,1999,7,Atlantic Ocean,Neuston net,0.00432,Low
42.45,-68.49,1998,9,Atlantic Ocean,Neuston net,0.00216,Low
42.5,-69.59,2003,8,Atlantic Ocean,Neuston net,0.0,Low
54.3,-132.57,2002,7,Pacific Ocean,Neuston net,0.0,Low
57.51,-135.18,2002,7,Pacific Ocean,Neuston net,0.0,Low
39.750647,-33.372163,2020,11,Atlantic Ocean,Manta net,0.38154,High
33.7943,-35.1402,2013,6,Atlantic Ocean,Neuston net,0.930044,High
39.849,19.291,2015,4,Atlantic Ocean,Manta net,0.456667,High
38.909667,3.409833,2014,5,Atlantic Ocean,Manta net,1.521605,High
40.67,-71.23,1993,10,Atlantic Ocean,Neuston net,0.0,Low
41.13,-70.65,1998,8,Atlantic Ocean,Neuston net,0.0,Low
41.91,-69.51,2003,7,Atlantic Ocean,Neuston net,0.00432,Low
41.44,-65.75,1999,7,Atlantic Ocean,Neuston net,0.0108,Low
32.71,-64.76,1987,4,Atlantic Ocean,Neuston net,0.097192,High
35.09,-65.58,1989,6,Atlantic Ocean,Neuston net,0.00864,Low
34.95,-64.75,1991,5,Atlantic Ocean,Neuston net,0.00648,Low
35.8,-64.54,2001,10,Atlantic Ocean,Neuston net,0.0,Low
29.25,-68.53,1997,4,Atlantic Ocean,Neuston net,0.0,Low
33.06,-148.13,2011,12,Pacific Ocean,Neuston net,0.0,Low
31.54,-143.82,2008,12,Pacific Ocean,Neuston net,0.0,Low
32.2061,-138.3311,2018,10,Pacific Ocean,Manta net,1.857298,High
35.42255,-132.9495,2015,9,Pacific Ocean,Manta net,0.551901,High
33.6857,-132.0339,2018,10,Pacific Ocean,Manta net,1.20877,High
23.0,-61.25,1995,11,Atlantic Ocean,Neuston net,0.0108,Low
22.41,-69.71,2004,2,Atlantic Ocean,Neuston net,0.021592,Low
25.87,-73.68,1992,5,Atlantic Ocean,Neuston net,0.0108,Low
26.41,-73.12,2000,5,Atlantic Ocean,Neuston net,0.22894,High
27.27,-62.37,1994,10,Atlantic Ocean,Neuston net,0.034556,Low
30.52,-64.86,2007,5,Atlantic Ocean,Neuston net,1.297104,High
24.24,-82.37,2000,3,Atlantic Ocean,Neuston net,0.0,Low
23.57,-81.78,1993,1,Atlantic Ocean,Neuston net,0.0,Low
22.76,-141.69,2009,2,Pacific Ocean,Neuston net,0.0,Low
24.4147,-146.6687,2009,6,Pacific Ocean,Neuston net,0.018409,Low
30.37,-79.24,1996,5,Atlantic Ocean,Neuston net,0.01296,Low
19.04,-60.33,1996,11,Atlantic Ocean,Neuston net,0.00432,Low
14.44,-61.66,1999,12,Atlantic Ocean,Neuston net,0.025916,Low
13.75,-59.89,2006,11,Atlantic Ocean,Neuston net,0.0,Low
16.97,-41.27,2014,11,Atlantic Ocean,Grab sample,0.008,Low
10.65424,-19.93672,2016,12,Atlantic Ocean,Neuston net,0.0,Low
30.004165,-134.9015,2015,8,Pacific Ocean,Manta net,5.345399,High
-12.69,-142.3,2002,2,Pacific Ocean,Neuston net,0.0,Low
3.96,-123.17,2002,12,Pacific Ocean,Neuston net,0.0,Low
18.97,-143.47,2005,12,Pacific Ocean,Neuston net,0.0108,Low
17.88,-76.13,2006,4,Atlantic Ocean,Neuston net,0.034556,Low
16.24,-77.15,1987,2,Atlantic Ocean,Neuston net,0.001152,Low
15.38,-76.0,1993,3,Atlantic Ocean,Neuston net,0.00648,Low
12.52,-156.96,2012,4,Pacific Ocean,Neuston net,0.0072,Low
31.8705,34.6625,2015,2,Atlantic Ocean,Manta net,2.462656,High
32.504167,34.885,2013,10,Atlantic Ocean,Manta net,1.041667,High
33.9079,33.4371,2014,8,Atlantic Ocean,Manta net,0.164489,High
43.157833,6.943167,2019,7,Atlantic Ocean,Manta net,0.380186,High
52.400634,3.641003,2020,11,Atlantic Ocean,Manta net,0.834559,High
58.3535,-3.086833,2019,1,Atlantic Ocean,Neuston net,0.0,Low
56.140167,-2.600667,2020,1,Atlantic Ocean,Neuston net,0.057832,Low
10.33,-156.71,2005,3,Pacific Ocean,Neuston net,0.00216,Low
40.231167,18.506167,2013,5,Atlantic Ocean,Neuston net,0.97561,High
43.75,-68.43,2006,9,Atlantic Ocean,Neuston net,0.0,Low
43.3,-68.65,1992,5,Atlantic Ocean,Neuston net,0.0,Low
42.34,-70.32,2002,8,Atlantic Ocean,Neuston net,0.0027,Low
43.3203,5.1988,2010,7,Atlantic Ocean,Neuston net,0.0,Low
38.82,-69.28,1991,10,Atlantic Ocean,Neuston net,0.024108,Low
39.61,-63.53,2003,5,Atlantic Ocean,Neuston net,0.0048,Low
37.226167,-31.351,2019,5,Atlantic Ocean,Manta net,0.107747,High
37.448333,-15.706667,2013,10,Atlantic Ocean,Manta net,1.030352,High
22.3,-20.07,2014,11,Atlantic Ocean,Grab sample,0.003,Low
33.06,-148.13,2011,10,Pacific Ocean,Neuston net,0.0,Low
31.54,-143.82,2009,5,Pacific Ocean,Neuston net,0.0,Low
21.9,-59.04,1999,11,Atlantic Ocean,Neuston net,0.115108,High
25.5,-60.14,1998,10,Atlantic Ocean,Neuston net,0.030236,Low
26.18,-73.23,1995,5,Atlantic Ocean,Neuston net,0.011784,Low
26.31,-65.09,1999,5,Atlantic Ocean,Neuston net,0.045356,Low
31.0,-66.49,1992,5,Atlantic Ocean,Neuston net,0.01944,Low
20.8727,-34.7584,2014,11,Atlantic Ocean,Grab sample,0.01,Low
24.21,-82.18,2000,3,Atlantic Ocean,Neuston net,0.02376,Low
24.02,-75.5,1996,2,Atlantic Ocean,Neuston net,0.224624,High
29.44,-59.88,1998,10,Atlantic Ocean,Neuston net,0.332612,High
28.75,-60.33,1996,10,Atlantic Ocean,Neuston net,0.2563,High
21.75,-59.92,1995,11,Atlantic Ocean,Neuston net,0.00216,Low
30.002582,-141.355,2015,8,Pacific Ocean,Manta net,5.907654,High
25.75,-77.22,2003,2,Atlantic Ocean,Neuston net,0.0,Low
26.0136,-79.8869,2015,6,Atlantic Ocean,Grab sample,0.007,Low
27.8493,-82.4314,2017,5,Atlantic Ocean,Plankton net,5.2,High
19.52,-59.62,2001,10,Atlantic Ocean,Neuston net,0.01296,Low
15.889167,-50.285833,2020,12,Atlantic Ocean,Manta net,0.00401,Low
28.4553,-132.1118,2015,9,Pacific Ocean,Manta net,2.274526,High
22.76,-141.69,2008,10,Pacific Ocean,Neuston net,0.0,Low
24.57705,-144.863217,2019,11,Pacific Ocean,Manta net,0.266893,High
27.090983,-144.979433,2019,11,Pacific Ocean,Manta net,5.74337,High
11.53,-66.32,1996,12,Atlantic Ocean,Neuston net,0.0,Low
12.0,-61.93,1995,12,Atlantic Ocean,Neuston net,0.0,Low
17.62,-64.97,1991,11,Atlantic Ocean,Neuston net,0.00216,Low
17.22,-63.45,1992,12,Atlantic Ocean,Neuston net,0.00216,Low
16.62,-64.7,1994,12,Atlantic Ocean,Neuston net,0.0,Low
15.13,-62.03,1987,12,Atlantic Ocean,Neuston net,0.033116,Low
-35.082,-45.0112,2011,2,Atlantic Ocean,Neuston net,0.673608,High
-34.40727,17.54742,2017,7,Atlantic Ocean,Neuston net,0.002441,Low
-33.891167,18.420833,2018,12,Atlantic Ocean,Manta net,0.094152,High
2.89,-137.24,2009,4,Pacific Ocean,Neuston net,0.003084,Low
1.83,-142.29,2002,3,Pacific Ocean,Neuston net,0.0,Low
33.56,-152.27,2005,5,Pacific Ocean,Neuston net,0.0,Low
31.626,34.504333,2014,2,Atlantic Ocean,Manta net,0.317426,High
66.4346,-163.2724,2015,6,Arctic Ocean,Grab sample,0.008,Low
58.441833,-5.893833,2021,1,Atlantic Ocean,Neuston net,0.081281,High
55.99,-4.8755,2018,10,Atlantic Ocean,Neuston net,0.0,Low
88.6493,-125.86,2016,8,Arctic Ocean,Intake seawater pump,0.4,High
16.88,-159.15,2008,11,Pacific Ocean,Neuston net,0.0,Low
24.21,-149.32,2011,10,Pacific Ocean,Neuston net,0.0,Low
38.5824,14.2289,2014,7,Atlantic Ocean,Manta net,5.304985,High
47.38,-122.6407,2014,11,Pacific Ocean,Grab sample,0.001,Low
45.2461,-61.2239,2015,9,Atlantic Ocean,Grab sample,0.015,Low
45.215167,-5.775,2020,7,Atlantic Ocean,Manta net,0.466853,High
43.8789,9.3394,2010,7,Atlantic Ocean,Neuston net,2.233436,High
38.32,-69.29,1996,10,Atlantic Ocean,Neuston net,0.0,Low
40.33,-69.9,1992,10,Atlantic Ocean,Neuston net,0.0,Low
42.0,-66.48,1992,5,Atlantic Ocean,Neuston net,0.0,Low
39.17,-66.08,1999,10,Atlantic Ocean,Neuston net,0.0,Low
38.5197,-8.89348,2018,8,Atlantic Ocean,Neuston net,0.372222,High
38.206167,13.6005,2021,9,Atlantic Ocean,Manta net,0.862085,High
35.63,-64.77,1995,10,Atlantic Ocean,Neuston net,0.110376,High
36.55,-62.15,2002,10,Atlantic Ocean,Neuston net,0.00648,Low
34.9327,-141.896,2009,9,Pacific Ocean,Neuston net,0.68775,High
34.433383,-139.209667,2019,12,Pacific Ocean,Manta net,14.472818,High
32.2225,-129.1759,2009,8,Pacific Ocean,Manta net,0.106,High
24.56,-80.26,2003,5,Atlantic Ocean,Neuston net,0.0,Low
27.38,-60.83,1999,4,Atlantic Ocean,Neuston net,0.025916,Low
24.75,-56.32,2005,10,Atlantic Ocean,Neuston net,0.010532,Low
31.14,-66.16,2000,4,Atlantic Ocean,Neuston net,0.0216,Low
22.5717,-25.1333,2014,11,Atlantic Ocean,Grab sample,0.119,High
28.94,-17.625,2013,9,Atlantic Ocean,Manta net,0.915869,High
24.38,-81.75,1996,3,Atlantic Ocean,Neuston net,0.025916,Low
28.05,-79.73,1997,2,Atlantic Ocean,Neuston net,0.00216,Low
27.7084,-82.6092,2017,4,Atlantic Ocean,Van Dorn sampler,0.0,Low
24.28,-143.99,2005,12,Pacific Ocean,Neuston net,0.00216,Low
29.000142,-138.5675,2015,7,Pacific Ocean,Manta net,0.907112,High
23.14,-108.72,2002,12,Pacific Ocean,Neuston net,0.00214,Low
25.87,-77.37,1993,5,Atlantic Ocean,Neuston net,0.00432,Low
25.98,-77.63,2007,2,Atlantic Ocean,Neuston net,0.045028,Low
13.35,-71.32,1987,12,Atlantic Ocean,Neuston net,0.0,Low
17.58,-74.16,1999,12,Atlantic Ocean,Neuston net,0.00864,Low
16.83,-57.93,1986,10,Atlantic Ocean,Neuston net,0.0,Low
18.34,-60.34,1998,11,Atlantic Ocean,Neuston net,0.0108,Low
18.53,-59.6,1992,11,Atlantic Ocean,Neuston net,0.00432,Low
30.27395,-133.87145,2015,9,Pacific Ocean,Manta net,1.771433,High
19.73,-146.63,2012,2,Pacific Ocean,Neuston net,0.0,Low
16.25,-76.18,1992,3,Atlantic Ocean,Neuston net,0.0024,Low
17.3,-81.98,1996,2,Atlantic Ocean,Neuston net,0.00432,Low
12.07,-61.98,1994,12,Atlantic Ocean,Neuston net,0.0,Low
12.71,-63.37,1998,12,Atlantic Ocean,Neuston net,0.0,Low
13.33,-62.24,2001,12,Atlantic Ocean,Neuston net,0.0,Low
-31.8065,-91.3445,2011,4,Pacific Ocean,Manta net,0.025173,Low
-16.864166,4.031864,2015,11,Atlantic Ocean,Intake seawater pump,2.5,High
-11.28,-143.47,2003,3,Pacific Ocean,Neuston net,0.0,Low
-6.44,-113.34,2001,12,Pacific Ocean,Neuston net,0.0,Low
19.62,-146.5,2009,6,Pacific Ocean,Neuston net,0.00216,Low
33.47,-151.63,2008,7,Pacific Ocean,Neuston net,0.00864,Low
33.074,35.101667,2014,7,Atlantic Ocean,Manta net,32.743942,High
11.09,-156.77,2003,12,Pacific Ocean,Neuston net,0.0,Low
15.25,-157.55,2006,10,Pacific Ocean,Neuston net,0.0,Low
20.14,-148.94,2004,11,Pacific Ocean,Neuston net,0.0,Low
26.5,-155.28,2019,6,Pacific Ocean,Manta net,0.94372,High
33.09,-156.27,2012,10,Pacific Ocean,Neuston net,0.356852,High
32.42315,-148.99965,2015,8,Pacific Ocean,Manta net,1.295791,High
56.620167,-2.307667,2015,1,Atlantic Ocean,Neuston net,0.0,Low
56.309,-2.5465,2019,11,Atlantic Ocean,Neuston net,0.0,Low
56.378,-2.627167,2014,11,Atlantic Ocean,Neuston net,0.084144,High
55.947667,-2.040333,2022,1,Atlantic Ocean,Neuston net,0.00992,Low
74.757667,2.4995,2018,6,Arctic Ocean,Manta net,0.018355,Low
6.42,-148.97,2011,4,Pacific Ocean,Neuston net,0.0,Low
52.1173,-131.1566,2015,6,Pacific Ocean,Grab sample,0.001,Low
51.67425,-139.80325,2019,3,Pacific Ocean,Neuston net,0.0,Low
42.52,-68.14,1999,6,Atlantic Ocean,Neuston net,0.0,Low
43.8759,8.052,2014,6,Atlantic Ocean,Manta net,2.304121,High
38.89,-67.7,2007,10,Atlantic Ocean,Neuston net,0.0,Low
37.27,-51.32,1990,10,Atlantic Ocean,Neuston net,0.01728,Low
39.80334,7.998629,2013,6,Atlantic Ocean,Neuston net,13.740741,High
42.039,6.942333,2021,9,Atlantic Ocean,Manta net,0.614031,High
39.856167,4.3175,2020,9,Atlantic Ocean,Manta net,0.910121,High
41.397303,2.21315,2021,1,Atlantic Ocean,Manta net,1.079333,High
42.3,-70.07,2000,9,Atlantic Ocean,Neuston net,0.0,Low
42.32,-69.13,1995,7,Atlantic Ocean,Neuston net,0.00216,Low
40.45,-69.42,1992,6,Atlantic Ocean,Neuston net,0.0108,Low
40.27,-70.24,2005,8,Atlantic Ocean,Neuston net,0.0,Low
39.93,-70.85,2006,6,Atlantic Ocean,Neuston net,0.0,Low
31.44,-73.62,1999,4,Atlantic Ocean,Neuston net,0.0162,Low
31.74,-65.34,1997,4,Atlantic Ocean,Neuston net,0.0,Low
33.84,-64.62,2002,5,Atlantic Ocean,Neuston net,0.043196,Low
38.12,-69.68,1987,5,Atlantic Ocean,Neuston net,0.00216,Low
21.5,-70.28,1997,4,Atlantic Ocean,Neuston net,0.00648,Low
20.4857,-37.3662,2014,12,Atlantic Ocean,Grab sample,0.005,Low
33.1155,-122.512,2014,9,Pacific Ocean,Grab sample,0.027,Low
32.6322,-117.1056,2015,9,Pacific Ocean,Grab sample,0.005,Low
21.05,-84.08,1993,12,Atlantic Ocean,Neuston net,0.0,Low
31.13,-61.07,2007,10,Atlantic Ocean,Neuston net,0.072996,Low
29.22,-59.15,2000,10,Atlantic Ocean,Neuston net,0.014396,Low
26.05,-55.98,1992,10,Atlantic Ocean,Neuston net,0.001392,Low
23.75,-60.42,2001,4,Atlantic Ocean,Neuston net,0.01944,Low
13.79,-59.82,2005,11,Atlantic Ocean,Neuston net,0.0043,Low
12.23,-61.73,1995,12,Atlantic Ocean,Neuston net,0.0096,Low
27.25,-77.65,1994,2,Atlantic Ocean,Neuston net,0.034556,Low
27.6279,-82.6415,2016,7,Atlantic Ocean,Van Dorn sampler,0.0,Low
18.768,-111.0237,2016,4,Pacific Ocean,Grab sample,0.0,Low
17.89,-74.32,1998,12,Atlantic Ocean,Neuston net,0.0,Low
9.2915,-82.0875,2016,5,Atlantic Ocean,Grab sample,0.0,Low
11.24,-67.11,2004,12,Atlantic Ocean,Neuston net,0.0,Low
18.42,-64.32,1997,12,Atlantic Ocean,Neuston net,0.0,Low
16.64,-64.27,1998,12,Atlantic Ocean,Neuston net,0.0,Low
-30.2413,-97.0948,2011,4,Pacific Ocean,Neuston net,0.390376,High
-30.8255,-47.751,2018,4,Atlantic Ocean,Intake seawater pump,95.0,High
-27.1,9.8,2014,4,Atlantic Ocean,Grab sample,0.058,Low
-7.92,-124.85,2001,12,Pacific Ocean,Neuston net,0.001448,Low
2.19,-135.73,2011,7,Pacific Ocean,Neuston net,0.0,Low
24.21,-149.32,2003,11,Pacific Ocean,Neuston net,0.045356,Low
33.1,-156.49,2008,2,Pacific Ocean,Neuston net,0.0,Low
40.38,-157.49,2012,4,Pacific Ocean,Neuston net,0.053996,Low
37.7,26.4,2015,6,Atlantic Ocean,Manta net,0.576667,High
56.923833,-2.135167,2017,1,Atlantic Ocean,Neuston net,0.0,Low
56.555833,-5.939833,2022,1,Atlantic Ocean,Neuston net,0.0,Low
17.55,-158.31,2006,2,Pacific Ocean,Neuston net,0.011996,Low
19.95,-156.16,2005,3,Pacific Ocean,Neuston net,0.0,Low
20.6,-154.81,2009,12,Pacific Ocean,Neuston net,0.0,Low
47.2109,-122.9087,2014,12,Pacific Ocean,Grab sample,0.002,Low
43.52,-63.52,1994,7,Atlantic Ocean,Neuston net,0.00648,Low
42.45,-70.4,2004,9,Atlantic Ocean,Neuston net,0.026748,Low
43.065,5.77,2011,9,Atlantic Ocean,Manta net,0.347221,High
43.153033,6.52905,2019,6,Atlantic Ocean,Manta net,0.033896,Low
40.75,-70.59,1997,8,Atlantic Ocean,Neuston net,0.0243,Low
40.25,-70.55,1995,6,Atlantic Ocean,Neuston net,0.025916,Low
40.98,-65.82,1996,5,Atlantic Ocean,Neuston net,0.0036,Low
40.307167,19.338667,2013,5,Atlantic Ocean,Neuston net,1.094276,High
38.069,5.969,2013,6,Atlantic Ocean,Neuston net,5.261137,High
41.575135,2.553135,2021,4,Atlantic Ocean,Manta net,0.930667,High
32.86,-64.49,2007,4,Atlantic Ocean,Neuston net,0.004704,Low
35.18,-65.78,1992,5,Atlantic Ocean,Neuston net,0.00432,Low
34.78,-64.32,2002,5,Atlantic Ocean,Neuston net,2.170628,High
26.5,-72.53,1993,5,Atlantic Ocean,Neuston net,0.115268,High
22.89,-38.7475,2014,12,Atlantic Ocean,Grab sample,0.01,Low
34.0574,-141.3811,2009,8,Pacific Ocean,Manta net,0.96,High
37.7882,-122.4913,2016,3,Pacific Ocean,Grab sample,0.003,Low
24.17,-74.63,1993,5,Atlantic Ocean,Neuston net,0.0054,Low
20.77,-58.64,2008,11,Atlantic Ocean,Neuston net,0.0,Low
21.1293,-63.8333,2010,1,Atlantic Ocean,Neuston net,0.152483,High
21.44,-74.2,2003,2,Atlantic Ocean,Neuston net,0.01296,Low
23.92,-74.23,1993,2,Atlantic Ocean,Neuston net,0.00216,Low
24.62,-72.03,1990,4,Atlantic Ocean,Neuston net,0.0,Low
25.23,-80.05,2000,2,Atlantic Ocean,Neuston net,0.00432,Low
27.61,-82.7832,2017,4,Atlantic Ocean,Plankton net,2.0,High
26.26,-75.62,1999,4,Atlantic Ocean,Neuston net,0.206384,High
25.77,-77.3,1998,2,Atlantic Ocean,Neuston net,0.030864,Low
26.42,-79.03,2002,4,Atlantic Ocean,Neuston net,0.0,Low
26.7,-79.68,1996,5,Atlantic Ocean,Neuston net,0.0,Low
27.8096,-82.446,2016,8,Atlantic Ocean,Van Dorn sampler,1000.0,High
28.0106,-82.6078,2016,6,Atlantic Ocean,Van Dorn sampler,2000.0,High
15.53,-68.83,2002,12,Atlantic Ocean,Neuston net,0.0,Low
15.0233,-56.8167,2014,12,Atlantic Ocean,Grab sample,0.001,Low
10.760339,-61.441728,2016,2,Atlantic Ocean,Hand picking,0.888889,High
28.41,-140.21,2003,10,Pacific Ocean,Neuston net,0.0,Low
30.5515,-140.5807,2015,8,Pacific Ocean,Manta net,4.795062,High
29.29,-78.68,2002,5,Atlantic Ocean,Neuston net,0.0,Low
8.4919,-13.2919,2014,5,Atlantic Ocean,Grab sample,0.001,Low
16.88,-77.5,1989,12,Atlantic Ocean,Neuston net,0.0,Low
11.76,-64.91,2000,12,Atlantic Ocean,Neuston net,0.0,Low
12.17,-68.38,1991,12,Atlantic Ocean,Neuston net,0.0,Low
15.1,-73.75,1991,12,Atlantic Ocean,Neuston net,0.0,Low
15.38,-72.43,2000,12,Atlantic Ocean,Neuston net,0.0,Low
19.62,-146.5,2010,10,Pacific Ocean,Neuston net,0.00216,Low
19.51,-144.23,2011,3,Pacific Ocean,Neuston net,0.0,Low
19.24,-143.41,2008,10,Pacific Ocean,Neuston net,0.0,Low
11.18,-120.25,2002,12,Pacific Ocean,Neuston net,0.0,Low
19.02,-75.31,2005,3,Atlantic Ocean,Neuston net,0.0,Low
16.75,-81.12,1997,12,Atlantic Ocean,Neuston net,0.0,Low
33.1,-149.63,2009,4,Pacific Ocean,Neuston net,0.00216,Low
36.25325,-156.18705,2015,8,Pacific Ocean,Manta net,6.203604,High
32.903333,35.071,2013,10,Atlantic Ocean,Manta net,0.622654,High
32.584,34.9055,2015,5,Atlantic Ocean,Manta net,0.566621,High
55.881667,-5.065667,2014,11,Atlantic Ocean,Neuston net,0.009555,Low
7.43,-149.9,2012,4,Pacific Ocean,Neuston net,0.00648,Low
14.12,-157.12,2005,3,Pacific Ocean,Neuston net,0.0,Low
20.14,-148.94,2005,7,Pacific Ocean,Neuston net,0.0,Low
33.09,-156.27,2011,12,Pacific Ocean,Neuston net,0.00266,Low
32.76,-150.21,2006,12,Pacific Ocean,Neuston net,0.0,Low
44.03,-59.03,2005,5,Atlantic Ocean,Neuston net,0.592752,High
50.3228,-5.2119,2016,10,Atlantic Ocean,Grab sample,0.0,Low
60.0302,-148.039,2015,12,Pacific Ocean,Grab sample,0.008,Low
56.651167,-2.386667,2020,1,Atlantic Ocean,Neuston net,0.013892,Low
40.05,-70.77,1994,7,Atlantic Ocean,Neuston net,0.043196,Low
39.44,-66.63,2006,10,Atlantic Ocean,Neuston net,0.00216,Low
36.299,-6.3806,2014,11,Atlantic Ocean,Manta net,0.029698,Low
36.728415,2.795861,2018,4,Atlantic Ocean,Manta net,1.441786,High
41.263153,1.963507,2021,1,Atlantic Ocean,Manta net,0.942667,High
45.776167,-129.313167,2019,11,Pacific Ocean,Manta net,0.337307,High
38.6878,-142.0264,2007,9,Pacific Ocean,Neuston net,0.243184,High
34.4929,-133.71795,2015,8,Pacific Ocean,Manta net,0.66966,High
38.3314,-76.4596,2013,11,Atlantic Ocean,Grab sample,0.003,Low
40.7,-70.12,1992,8,Atlantic Ocean,Neuston net,0.00648,Low
26.35,-68.22,1991,4,Atlantic Ocean,Neuston net,0.027776,Low
26.76,-67.36,1999,2,Atlantic Ocean,Neuston net,0.032396,Low
28.68,-65.05,1999,5,Atlantic Ocean,Neuston net,0.043196,Low
21.8869,-29.5553,2014,11,Atlantic Ocean,Grab sample,0.007,Low
