Latitude,Longitude,Year,Month,Ocean,Sample_Method,Concentration_pieces_m3,Risk_Label
26.2,-78.08,1992,2,Atlantic Ocean,Neuston net,0.029688,Low
11.32,-63.3,1995,12,Atlantic Ocean,Neuston net,0.00864,Low
15.9,-64.55,1994,12,Atlantic Ocean,Neuston net,0.0,Low
17.78,-59.51,2001,10,Atlantic Ocean,Neuston net,0.006644,Low
19.38,-40.5,2014,12,Atlantic Ocean,Grab sample,0.006,Low
24.609417,-144.861117,2019,11,Pacific Ocean,Manta net,10.896818,High
24.59,-143.47,2012,5,Pacific Ocean,Neuston net,0.0,Low
-35.1497,-47.8308,2011,2,Atlantic Ocean,Neuston net,0.693518,High
-8.56,-126.6,2001,12,Pacific Ocean,Neuston net,0.0,Low
19.51,-144.23,2005,7,Pacific Ocean,Neuston net,0.0,Low
15.63,-76.2,1992,3,Atlantic Ocean,Neuston net,0.0,Low
16.43,-79.94,1998,12,Atlantic Ocean,Neuston net,0.015432,Low
17.09,-80.34,2006,2,Atlantic Ocean,Neuston net,0.0,Low
59.611,-149.6231,2014,7,Pacific Ocean,Grab sample,0.001,Low
47.931167,-4.471167,2020,8,Atlantic Ocean,Manta net,0.02603,Low
57.3255,-7.075333,2022,10,Atlantic Ocean,Neuston net,0.042301,Low
55.8365,-4.9605,2018,10,Atlantic Ocean,Neuston net,0.012221,Low
8.38,-151.97,2004,12,Pacific Ocean,Neuston net,0.003456,Low
11.09,-156.77,2011,11,Pacific Ocean,Neuston net,0.043196,Low
41.25,-67.6,1992,7,Atlantic Ocean,Neuston net,0.00432,Low
37.72,-66.48,1999,10,Atlantic Ocean,Neuston net,0.050404,Low
37.48,-67.43,1996,10,Atlantic Ocean,Neuston net,0.015432,Low
33.66,-58.72,2005,10,Atlantic Ocean,Neuston net,0.090804,High
40.617633,-8.826117,2018,9,Atlantic Ocean,Manta net,0.035406,Low
36.806,23.468,2019,3,Atlantic Ocean,Manta net,0.133333,High
32.07,-78.21,1996,5,Atlantic Ocean,Neuston net,0.00216,Low
34.98,-64.22,1995,10,Atlantic Ocean,Neuston net,0.106028,High
35.82,-65.81,1989,6,Atlantic Ocean,Neuston net,0.02376,Low
40.02,-71.3,1993,10,Atlantic Ocean,Neuston net,0.0,Low
21.318,-28.0175,2014,11,Atlantic Ocean,Grab sample,0.015,Low
26.7518,-18.3423,2014,11,Atlantic Ocean,Grab sample,0.003,Low
33.08,-147.02,2011,5,Pacific Ocean,Neuston net,0.0,Low
31.91,-145.09,2019,8,Pacific Ocean,Manta net,2.800453,High
40.68,-128.9,2009,4,Pacific Ocean,Neuston net,2.611356,High
24.67,-79.56,2000,4,Atlantic Ocean,Neuston net,0.0,Low
22.88,-73.6,1999,2,Atlantic Ocean,Neuston net,0.0,Low
25.31,-71.56,2007,2,Atlantic Ocean,Neuston net,0.0,Low
26.82,-72.94,2000,6,Atlantic Ocean,Neuston net,0.48476,High
28.72,-68.03,1997,4,Atlantic Ocean,Neuston net,0.043196,Low
21.0185,-37.7999,2014,12,Atlantic Ocean,Grab sample,0.006,Low
27.9976,-82.5863,2016,6,Atlantic Ocean,Van Dorn sampler,0.0,Low
27.6934,-82.5559,2016,6,Atlantic Ocean,Van Dorn sampler,0.0,Low
23.15,-144.69,2005,12,Pacific Ocean,Neuston net,0.0,Low
29.98,-140.0,2008,12,Pacific Ocean,Neuston net,0.0,Low
23.63,-109.38,2002,12,Pacific Ocean,Neuston net,0.036464,Low
29.05,-80.15,1996,5,Atlantic Ocean,Neuston net,0.0,Low
26.23,-77.91,2002,4,Atlantic Ocean,Neuston net,0.043184,Low
17.8,-59.43,1992,11,Atlantic Ocean,Neuston net,0.00864,Low
17.92,-59.75,1992,11,Atlantic Ocean,Neuston net,0.009,Low
18.33,-58.12,1999,11,Atlantic Ocean,Neuston net,0.025196,Low
30.18595,-133.83395,2015,9,Pacific Ocean,Manta net,2.029278,High
21.42,-142.07,2008,5,Pacific Ocean,Neuston net,0.0,Low
20.15,-147.77,2012,2,Pacific Ocean,Neuston net,0.0,Low
15.78,-98.47,2001,11,Pacific Ocean,Neuston net,0.008468,Low
10.9357,-85.8666,2015,8,Pacific Ocean,Grab sample,0.006,Low
16.45,-71.33,2002,12,Atlantic Ocean,Neuston net,0.0,Low
19.21,-69.09,2004,3,Atlantic Ocean,Neuston net,0.00432,Low
15.62,-62.2,2003,12,Atlantic Ocean,Neuston net,0.000676,Low
15.02,-57.67,1986,10,Atlantic Ocean,Neuston net,0.0,Low
1.99,-125.33,2002,12,Pacific Ocean,Neuston net,0.0,Low
5.0,-87.56,2001,11,Pacific Ocean,Neuston net,0.0,Low
19.51,-144.23,2005,12,Pacific Ocean,Neuston net,0.0,Low
18.35,-75.3,1997,3,Atlantic Ocean,Neuston net,0.014388,Low
17.77,-74.39,1998,12,Atlantic Ocean,Neuston net,0.0,Low
16.27,-80.22,1987,2,Atlantic Ocean,Neuston net,0.0,Low
19.0713,-155.4457,2007,11,Pacific Ocean,Neuston net,0.059654,Low
27.91,-153.84,2019,6,Pacific Ocean,Manta net,0.486787,High
33.35,-150.87,2004,12,Pacific Ocean,Neuston net,0.0,Low
32.279667,34.825,2014,7,Atlantic Ocean,Manta net,27.177042,High
58.15,-3.4555,2019,1,Atlantic Ocean,Neuston net,0.003657,Low
55.884833,-2.0085,2021,1,Atlantic Ocean,Neuston net,0.024933,Low
11.09,-156.77,2012,4,Pacific Ocean,Neuston net,0.043196,Low
12.15,-159.95,2002,4,Pacific Ocean,Neuston net,0.004236,Low
16.28,-160.37,2008,6,Pacific Ocean,Neuston net,0.0,Low
38.489,-28.559167,2019,5,Atlantic Ocean,Manta net,0.039775,Low
38.48294,-8.94286,2019,1,Atlantic Ocean,Neuston net,0.411184,High
37.931667,12.177667,2020,11,Atlantic Ocean,Manta net,0.10361,High
41.373055,2.191604,2020,10,Atlantic Ocean,Manta net,37.481333,High
43.68,-63.39,2003,6,Atlantic Ocean,Neuston net,0.0,Low
43.28,-70.03,1993,7,Atlantic Ocean,Neuston net,0.0,Low
41.6319,-71.4039,2015,10,Atlantic Ocean,Grab sample,0.002,Low
40.82,-70.34,2006,7,Atlantic Ocean,Neuston net,0.0,Low
40.15,-69.48,1992,6,Atlantic Ocean,Neuston net,0.00432,Low
39.72,-68.86,1989,5,Atlantic Ocean,Neuston net,0.0027,Low
42.0602,-137.5418,2011,11,Pacific Ocean,Neuston net,2.139785,High
40.68,-128.9,2008,12,Pacific Ocean,Neuston net,2.611356,High
25.15,-74.7,1996,4,Atlantic Ocean,Neuston net,0.0216,Low
28.73,-58.23,1992,10,Atlantic Ocean,Neuston net,0.23974,High
27.97,-60.07,1996,10,Atlantic Ocean,Neuston net,0.663968,High
22.42,-68.73,2002,2,Atlantic Ocean,Neuston net,0.094492,High
21.13,-73.73,1996,4,Atlantic Ocean,Neuston net,0.0,Low
27.58,-65.05,1999,5,Atlantic Ocean,Neuston net,0.00216,Low
24.73,-83.47,1992,3,Atlantic Ocean,Neuston net,0.0,Low
25.04,-79.91,1995,3,Atlantic Ocean,Neuston net,0.0108,Low
25.31,-79.98,2007,3,Atlantic Ocean,Neuston net,0.0,Low
29.98,-140.0,2009,5,Pacific Ocean,Neuston net,0.0,Low
17.3928,-32.9782,2014,11,Atlantic Ocean,Grab sample,0.003,Low
28.0647,-131.50285,2015,9,Pacific Ocean,Manta net,3.891236,High
20.15,-147.77,2011,10,Pacific Ocean,Neuston net,0.0,Low
23.15,-144.69,2005,7,Pacific Ocean,Neuston net,0.0,Low
24.37,-147.78,2011,6,Pacific Ocean,Neuston net,0.892728,High
27.50425,-144.989917,2019,11,Pacific Ocean,Manta net,1.415722,High
15.17,-63.26,1998,12,Atlantic Ocean,Neuston net,0.00864,Low
15.95,-60.05,1991,10,Atlantic Ocean,Neuston net,0.0,Low
18.07,-60.15,1995,11,Atlantic Ocean,Neuston net,0.0,Low
19.87,-59.71,1999,11,Atlantic Ocean,Neuston net,0.00216,Low
19.38,-57.75,2002,11,Atlantic Ocean,Neuston net,0.0036,Low
15.85,-35.6,2014,12,Atlantic Ocean,Grab sample,0.021,Low
19.136,-96.1015,2014,11,Atlantic Ocean,Grab sample,0.001,Low
15.12,-68.68,2003,12,Atlantic Ocean,Neuston net,0.004112,Low
19.71,-69.16,2000,2,Atlantic Ocean,Neuston net,0.030236,Low
17.77,-67.08,2000,5,Atlantic Ocean,Neuston net,0.0144,Low
18.3167,-64.0,2016,1,Atlantic Ocean,Grab sample,0.01,Low
15.83,-62.93,1992,12,Atlantic Ocean,Neuston net,0.0,Low
-27.8781,-107.246,2011,4,Pacific Ocean,Neuston net,0.062052,Low
-19.1813,-5.9712,2011,1,Atlantic Ocean,Neuston net,0.036072,Low
4.41,-145.74,2012,9,Pacific Ocean,Neuston net,0.0,Low
-0.99,-141.84,2002,3,Pacific Ocean,Neuston net,0.0,Low
18.55,-77.46,2008,4,Atlantic Ocean,Neuston net,0.00216,Low
16.44,-83.03,2003,3,Atlantic Ocean,Neuston net,0.0,Low
55.508667,-4.711667,2018,11,Atlantic Ocean,Neuston net,0.0,Low
16.88,-159.15,2003,12,Pacific Ocean,Neuston net,0.136068,High
19.95,-156.16,2008,11,Pacific Ocean,Neuston net,0.0,Low
20.57,-154.86,2006,8,Pacific Ocean,Neuston net,0.0108,Low
33.1,-149.63,2010,8,Pacific Ocean,Neuston net,0.00216,Low
-44.9322,-57.1367,2015,4,Atlantic Ocean,Grab sample,0.013,Low
46.2363,-124.1054,2016,9,Pacific Ocean,Grab sample,0.007,Low
43.090667,6.5825,2018,7,Atlantic Ocean,Manta net,0.021867,Low
55.394833,-5.035333,2021,9,Atlantic Ocean,Neuston net,0.024001,Low
35.2415,19.8529,2014,8,Atlantic Ocean,Manta net,1.400998,High
37.354,7.0942,2014,9,Atlantic Ocean,Manta net,0.235958,High
38.067333,7.042,2021,3,Atlantic Ocean,Manta net,0.524865,High
40.187667,4.439,2012,8,Atlantic Ocean,Manta net,0.77567,High
41.403637,2.2193,2021,3,Atlantic Ocean,Manta net,3.541333,High
48.34,-124.93,2002,8,Pacific Ocean,Neuston net,0.002076,Low
31.74,-68.55,2001,4,Atlantic Ocean,Neuston net,0.053996,Low
31.85,-62.65,2000,4,Atlantic Ocean,Neuston net,0.036716,Low
41.78,-68.47,2003,8,Atlantic Ocean,Neuston net,0.0108,Low
39.82,-69.08,1992,10,Atlantic Ocean,Neuston net,0.0,Low
41.17,-64.32,1996,7,Atlantic Ocean,Neuston net,0.048956,Low
39.648,19.944,2014,10,Atlantic Ocean,Manta net,5.033333,High
32.6086,-136.9844,2010,10,Pacific Ocean,Manta net,3.039,High
33.64765,-133.0587,2015,9,Pacific Ocean,Manta net,0.489709,High
23.92,-75.32,1992,4,Atlantic Ocean,Neuston net,0.0,Low
20.2,-70.38,1992,12,Atlantic Ocean,Neuston net,0.00216,Low
26.67,-68.1,1998,4,Atlantic Ocean,Neuston net,0.028076,Low
29.2,-67.2,1990,5,Atlantic Ocean,Neuston net,0.207344,High
30.32,-73.56,2001,4,Atlantic Ocean,Neuston net,0.001964,Low
32.37,-146.51,2005,5,Pacific Ocean,Neuston net,0.0,Low
25.65,-76.94,1993,5,Atlantic Ocean,Neuston net,0.00216,Low
25.65,-76.72,1991,4,Atlantic Ocean,Neuston net,0.0,Low
25.23,-76.02,1995,2,Atlantic Ocean,Neuston net,0.00432,Low
21.42,-142.07,2009,2,Pacific Ocean,Neuston net,0.0,Low
20.15,-147.77,2011,7,Pacific Ocean,Neuston net,0.0,Low
23.15,-144.69,2005,2,Pacific Ocean,Neuston net,0.0,Low
25.69,-141.14,2011,10,Pacific Ocean,Neuston net,0.0,Low
31.06,-143.46,2007,7,Pacific Ocean,Neuston net,0.00216,Low
16.78,-60.19,1996,11,Atlantic Ocean,Neuston net,0.0,Low
17.35,-60.75,1997,11,Atlantic Ocean,Neuston net,0.0,Low
13.9238,-59.2152,2014,12,Atlantic Ocean,Grab sample,0.004,Low
13.88,-61.71,2004,11,Atlantic Ocean,Neuston net,0.0,Low
18.9455,-29.6013,2014,12,Atlantic Ocean,Grab sample,0.003,Low
30.002482,-134.2835,2015,8,Pacific Ocean,Manta net,11.344484,High
14.75,-81.67,1992,3,Atlantic Ocean,Neuston net,0.00216,Low
17.28,-71.8,1994,12,Atlantic Ocean,Neuston net,0.01728,Low
18.47,-67.82,1993,12,Atlantic Ocean,Neuston net,0.0,Low
17.39,-64.93,1999,12,Atlantic Ocean,Neuston net,0.0144,Low
-26.45591,-105.42128,2015,11,Pacific Ocean,AVANI net,0.22815,High
-27.6412,-14.3013,2011,1,Atlantic Ocean,Neuston net,2.954988,High
-15.142267,-8.123633,2020,3,Atlantic Ocean,Manta net,0.0,Low
-10.89,-140.58,2002,2,Pacific Ocean,Neuston net,0.0,Low
19.43,-145.47,2008,10,Pacific Ocean,Neuston net,0.00432,Low
19.8,-143.03,2012,10,Pacific Ocean,Neuston net,0.209968,High
86.75014,-140.88221,2016,8,Arctic Ocean,CTD rosette sampler,21.0,High
12.95,-156.94,2005,3,Pacific Ocean,Neuston net,0.0216,Low
14.71,-157.43,2004,4,Pacific Ocean,Neuston net,0.003176,Low
32.35,-155.1,2010,12,Pacific Ocean,Neuston net,0.0,Low
33.35,-150.87,2005,11,Pacific Ocean,Neuston net,0.0,Low
47.67425,-144.665,2019,2,Pacific Ocean,Neuston net,0.304642,High
50.3201,-5.2333,2016,10,Atlantic Ocean,Grab sample,0.003,Low
42.414333,-8.934833,2018,7,Atlantic Ocean,Manta net,0.349503,High
43.3025,6.6375,2013,7,Atlantic Ocean,Manta net,0.39597,High
54.623167,-3.841833,2016,1,Atlantic Ocean,Neuston net,1.038491,High
56.011833,-3.466167,2022,11,Atlantic Ocean,Neuston net,0.025321,Low
35.52,-66.75,1987,5,Atlantic Ocean,Neuston net,0.0108,Low
40.57,-70.25,1992,8,Atlantic Ocean,Neuston net,0.058316,Low
40.23,-69.57,1994,7,Atlantic Ocean,Neuston net,0.007856,Low
39.81,-23.361667,2014,8,Atlantic Ocean,Manta net,0.171885,High
32.1204,-116.8859,2014,10,Pacific Ocean,Grab sample,0.006,Low
33.25,-64.64,2001,5,Atlantic Ocean,Neuston net,0.105292,High
35.69,-62.43,1999,10,Atlantic Ocean,Neuston net,0.077752,Low
25.64,-68.25,1999,2,Atlantic Ocean,Neuston net,0.028796,Low
28.97,-70.32,1994,5,Atlantic Ocean,Neuston net,0.129588,High
28.1603,-38.518,2013,6,Atlantic Ocean,Neuston net,1.009762,High
28.0164,-42.8324,2013,7,Atlantic Ocean,Neuston net,0.735177,High
34.4641,-139.9072,2009,8,Pacific Ocean,Manta net,3.344,High
34.74145,-145.67045,2015,8,Pacific Ocean,Manta net,1.799987,High
24.27,-80.94,1998,3,Atlantic Ocean,Neuston net,0.0,Low
24.28,-79.38,1998,1,Atlantic Ocean,Neuston net,0.0054,Low
23.27,-74.92,1996,2,Atlantic Ocean,Neuston net,0.0,Low
23.87,-59.03,2005,4,Atlantic Ocean,Neuston net,0.01728,Low
24.07,-58.13,1991,10,Atlantic Ocean,Neuston net,0.0108,Low
23.23,-67.72,1998,2,Atlantic Ocean,Neuston net,0.01944,Low
21.15,-142.77,2009,11,Pacific Ocean,Neuston net,0.0,Low
24.37,-147.78,2012,2,Pacific Ocean,Neuston net,0.892728,High
28.04,-140.48,2006,12,Pacific Ocean,Neuston net,0.0,Low
29.98,-140.0,2008,7,Pacific Ocean,Neuston net,0.0,Low
26.7097,-80.0475,2014,11,Atlantic Ocean,Grab sample,0.0,Low
15.65,-65.51,2000,12,Atlantic Ocean,Neuston net,0.0,Low
14.1,-58.19,2007,10,Atlantic Ocean,Neuston net,0.0,Low
13.95,-61.88,1987,12,Atlantic Ocean,Neuston net,0.0,Low
13.12,-61.53,1991,11,Atlantic Ocean,Neuston net,0.0,Low
12.43,-60.13,1996,11,Atlantic Ocean,Neuston net,0.0108,Low
18.5833,-42.2167,2014,12,Atlantic Ocean,Grab sample,0.003,Low
18.4,-76.38,2006,4,Atlantic Ocean,Neuston net,0.0,Low
11.52,-67.32,1995,12,Atlantic Ocean,Neuston net,0.00216,Low
12.17,-64.56,2000,12,Atlantic Ocean,Neuston net,0.0,Low
19.95,-73.58,2006,12,Atlantic Ocean,Neuston net,0.0,Low
17.87,-70.4,1989,12,Atlantic Ocean,Neuston net,0.00432,Low
17.97,-63.15,2007,11,Atlantic Ocean,Neuston net,0.0,Low
19.82,-75.51,2001,2,Atlantic Ocean,Neuston net,0.0,Low
17.94864,-76.83483,2017,12,Atlantic Ocean,Manta net,0.46,High
16.77,-81.14,2001,3,Atlantic Ocean,Neuston net,0.0,Low
13.254,-88.909,2014,11,Pacific Ocean,Grab sample,0.007,Low
13.92,-78.9,1993,3,Atlantic Ocean,Neuston net,0.0,Low
37.148,25.407,2017,7,Atlantic Ocean,Manta net,1.557143,High
68.5093,-101.725,2016,8,Arctic Ocean,Grab sample,0.073,Low
73.6261,-81.3676,2015,7,Arctic Ocean,Grab sample,0.041,Low
6.42,-148.97,2011,11,Pacific Ocean,Neuston net,0.0,Low
30.633,-154.95,1973,2,Pacific Ocean,Neuston net,0.0,Low
33.02,-152.9,2011,8,Pacific Ocean,Neuston net,0.0,Low
32.840167,34.951833,2013,7,Atlantic Ocean,Manta net,1.138385,High
43.2013,5.3827,2014,10,Atlantic Ocean,Manta net,0.844475,High
63.6813,-51.6392,2015,7,Arctic Ocean,Grab sample,0.021,Low
56.369167,-5.651833,2022,1,Atlantic Ocean,Neuston net,0.017302,Low
58.663833,-5.012667,2014,1,Atlantic Ocean,Neuston net,0.00305,Low
56.0245,-2.395333,2018,12,Atlantic Ocean,Neuston net,0.089565,High
59.321067,5.1497,2019,9,Atlantic Ocean,Manta net,0.021665,Low
33.0612,-16.3139,2014,12,Atlantic Ocean,Grab sample,0.009,Low
40.1265,19.3085,2013,5,Atlantic Ocean,Neuston net,1.701702,High
41.379079,2.194423,2020,12,Atlantic Ocean,Manta net,7.975333,High
42.378,-8.915667,2020,9,Atlantic Ocean,Manta net,0.0,Low
32.82,-64.29,2003,5,Atlantic Ocean,Neuston net,0.136068,High
35.89,-65.75,1996,10,Atlantic Ocean,Neuston net,0.2018,High
35.85,-65.93,1992,5,Atlantic Ocean,Neuston net,0.00216,Low
38.29,-70.51,1999,10,Atlantic Ocean,Neuston net,0.0,Low
38.44652,-9.04146,2019,2,Atlantic Ocean,Neuston net,1.791708,High
31.54,-143.82,2004,1,Pacific Ocean,Neuston net,0.0,Low
32.009235,-141.5065,2015,8,Pacific Ocean,Manta net,9.260515,High
31.8886,-139.6587,2018,10,Pacific Ocean,Manta net,6.887565,High
30.4,-60.82,1995,10,Atlantic Ocean,Neuston net,0.025016,Low
27.92,-60.18,1993,10,Atlantic Ocean,Neuston net,0.084232,High
20.22,-70.42,1992,2,Atlantic Ocean,Neuston net,0.0135,Low
27.47,-70.42,2005,2,Atlantic Ocean,Neuston net,0.0216,Low
32.84,-147.81,2008,12,Pacific Ocean,Neuston net,0.0,Low
25.26,-84.56,2008,2,Atlantic Ocean,Neuston net,0.01432,Low
24.12,-74.65,1998,2,Atlantic Ocean,Neuston net,0.01512,Low
30.74,-75.17,2003,5,Atlantic Ocean,Neuston net,1.125268,High
27.26,-75.3,2001,2,Atlantic Ocean,Neuston net,0.067496,Low
26.42,-78.62,1987,2,Atlantic Ocean,Neuston net,0.00432,Low
26.21,-78.1,2000,2,Atlantic Ocean,Neuston net,0.014804,Low
26.14,-78.48,1995,5,Atlantic Ocean,Neuston net,0.0216,Low
26.28,-78.62,1990,4,Atlantic Ocean,Neuston net,0.0216,Low
16.63,-63.87,1994,12,Atlantic Ocean,Neuston net,0.00216,Low
14.5453,-56.4675,2014,12,Atlantic Ocean,Grab sample,0.03,Low
29.38735,-133.2961,2015,9,Pacific Ocean,Manta net,2.831999,High
24.73,-139.58,2010,10,Pacific Ocean,Neuston net,0.0,Low
25.28,-147.0,2012,10,Pacific Ocean,Neuston net,0.274544,High
31.003027,-143.2895,2015,8,Pacific Ocean,Manta net,5.291144,High
-34.671667,-58.1,2015,10,Atlantic Ocean,Manta net,0.125046,High
19.73,-146.63,2007,3,Pacific Ocean,Neuston net,0.0,Low
19.24,-143.41,2011,10,Pacific Ocean,Neuston net,0.0,Low
18.99,-75.11,2005,3,Atlantic Ocean,Neuston net,0.01296,Low
17.93206,-76.84219,2017,11,Atlantic Ocean,Manta net,0.41,High
36.4749,-148.93995,2015,8,Pacific Ocean,Manta net,2.791323,High
32.903333,35.071,2014,7,Atlantic Ocean,Manta net,6.339204,High
8.38,-151.97,2012,11,Pacific Ocean,Neuston net,0.081712,High
18.9533,-155.7185,2007,11,Pacific Ocean,Neuston net,0.018042,Low
20.6,-154.81,2005,7,Pacific Ocean,Neuston net,0.0,Low
24.6293,-151.6611,2010,10,Pacific Ocean,Manta net,0.036,Low
27.1,-154.37,2019,6,Pacific Ocean,Manta net,0.465907,High
33.1,-156.49,2008,12,Pacific Ocean,Neuston net,0.0,Low
56.662333,-2.244833,2022,1,Atlantic Ocean,Neuston net,0.005255,Low
58.155167,-6.245167,2019,1,Atlantic Ocean,Neuston net,0.008044,Low
56.823833,1.223667,2015,1,Atlantic Ocean,Neuston net,0.0,Low
60.432333,1.321667,2021,1,Atlantic Ocean,Neuston net,0.029562,Low
8.03,-157.49,2012,11,Pacific Ocean,Neuston net,0.013372,Low
37.730333,12.396667,2020,9,Atlantic Ocean,Manta net,0.076938,Low
49.4856,-124.3535,2015,8,Pacific Ocean,Grab sample,0.0,Low
42.69,-69.17,2006,7,Atlantic Ocean,Neuston net,0.0,Low
43.2465,5.2947,2019,6,Atlantic Ocean,Manta net,0.025063,Low
32.1257,-148.25085,2015,8,Pacific Ocean,Manta net,0.662175,High
35.7626,-138.7748,2008,2,Pacific Ocean,Neuston net,2.938051,High
32.18,-65.82,1999,4,Atlantic Ocean,Neuston net,0.01728,Low
39.86,-64.56,2006,10,Atlantic Ocean,Neuston net,0.0,Low
39.530167,-9.652,2019,7,Atlantic Ocean,Manta net,0.019178,Low
22.85,-71.58,1994,2,Atlantic Ocean,Neuston net,0.0,Low
23.2,-69.8,1991,4,Atlantic Ocean,Neuston net,0.01296,Low
25.48,-73.35,1997,2,Atlantic Ocean,Neuston net,0.0216,Low
31.23,-65.32,1991,5,Atlantic Ocean,Neuston net,0.02,Low
31.1,-65.07,1999,5,Atlantic Ocean,Neuston net,0.222804,High
22.294707,-21.334325,2015,11,Atlantic Ocean,Intake seawater pump,1.0,High
24.4,-81.97,2001,1,Atlantic Ocean,Neuston net,0.075592,Low
26.65,-57.67,1994,10,Atlantic Ocean,Neuston net,0.047516,Low
22.38,-58.28,1997,11,Atlantic Ocean,Neuston net,0.213824,High
23.28,-59.93,1995,11,Atlantic Ocean,Neuston net,0.013744,Low
23.35,-144.31,2004,2,Pacific Ocean,Neuston net,0.0,Low
27.33,-142.18,2005,6,Pacific Ocean,Neuston net,0.003324,Low
30.152309,-144.034902,2015,8,Pacific Ocean,Manta net,3.881957,High
22.8767,-109.8961,2014,11,Pacific Ocean,Grab sample,0.003,Low
11.93,-62.22,1995,12,Atlantic Ocean,Neuston net,0.0,Low
13.63,-62.7,1991,12,Atlantic Ocean,Neuston net,0.00216,Low
18.3342,-64.9263,2014,1,Atlantic Ocean,Grab sample,0.008,Low
17.8,-64.32,1989,11,Atlantic Ocean,Neuston net,0.0,Low
15.9533,-56.3133,2014,12,Atlantic Ocean,Grab sample,0.006,Low
28.56225,-132.25355,2015,9,Pacific Ocean,Manta net,1.471346,High
18.69,-75.06,1987,2,Atlantic Ocean,Neuston net,0.0054,Low
16.66,-84.63,1999,3,Atlantic Ocean,Neuston net,0.00216,Low
17.65,-82.97,1997,12,Atlantic Ocean,Neuston net,0.0,Low
18.8,-84.9,2007,12,Atlantic Ocean,Neuston net,0.00808,Low
12.32,-68.08,1992,12,Atlantic Ocean,Neuston net,0.0,Low
-21.662,-38.4664,2018,4,Atlantic Ocean,Intake seawater pump,7.0,High
-7.8,-14.5,2014,5,Atlantic Ocean,Grab sample,0.0,Low
19.96,-146.64,2009,3,Pacific Ocean,Neuston net,0.00216,Low
32.76,-150.21,2008,3,Pacific Ocean,Neuston net,0.0,Low
34.9259,-153.49335,2015,8,Pacific Ocean,Manta net,2.58064,High
40.58,-157.79,2010,12,Pacific Ocean,Neuston net,0.043748,Low
39.9,-157.2,2012,4,Pacific Ocean,Neuston net,0.0,Low
43.89,-64.4,1992,5,Atlantic Ocean,Neuston net,0.090712,High
44.32,-61.97,1989,7,Atlantic Ocean,Neuston net,0.00216,Low
42.77,-64.77,1996,5,Atlantic Ocean,Neuston net,0.0,Low
59.406333,-0.444667,2014,1,Atlantic Ocean,Neuston net,0.004703,Low
16.36,-159.94,2006,2,Pacific Ocean,Neuston net,0.016196,Low
39.92,-70.28,1995,6,Atlantic Ocean,Neuston net,0.0216,Low
37.046833,-8.715333,2019,7,Atlantic Ocean,Manta net,0.020972,Low
36.633333,-3.083333,2017,8,Atlantic Ocean,Manta net,0.074671,Low
41.066,4.021,2020,7,Atlantic Ocean,Manta net,0.426341,High
43.122333,-129.1965,2019,12,Pacific Ocean,Manta net,0.036533,Low
45.41,-58.64,1989,7,Atlantic Ocean,Neuston net,0.0,Low
35.617,-127.883,1972,11,Pacific Ocean,Neuston net,0.013,Low
36.8461,-121.8083,2015,1,Pacific Ocean,Grab sample,0.001,Low
32.04,-68.14,2007,4,Atlantic Ocean,Neuston net,0.00216,Low
28.65,-71.97,1997,5,Atlantic Ocean,Neuston net,0.030828,Low
24.2833,-22.1,2014,11,Atlantic Ocean,Grab sample,0.015,Low
38.983,-133.017,1972,10,Pacific Ocean,Neuston net,0.007,Low
42.1925,-130.178667,2019,12,Pacific Ocean,Manta net,0.580413,High
39.25,-124.02,2002,8,Pacific Ocean,Neuston net,0.0,Low
23.28,-56.77,2005,10,Atlantic Ocean,Neuston net,0.003272,Low
21.7367,-63.4227,2010,1,Atlantic Ocean,Neuston net,1.138242,High
22.87,-69.81,2000,2,Atlantic Ocean,Neuston net,0.016796,Low
24.75,-74.28,1993,5,Atlantic Ocean,Neuston net,0.01512,Low
26.17,-72.5,1993,5,Atlantic Ocean,Neuston net,0.05942,Low
29.0,-71.82,1993,5,Atlantic Ocean,Neuston net,0.030236,Low
29.9,-59.78,1996,10,Atlantic Ocean,Neuston net,0.038876,Low
25.84,-60.2,2007,4,Atlantic Ocean,Neuston net,0.071112,Low
20.63,-58.0,1996,11,Atlantic Ocean,Neuston net,0.0216,Low
21.98,-60.05,2000,4,Atlantic Ocean,Neuston net,0.004628,Low
25.93,-76.72,1992,4,Atlantic Ocean,Neuston net,0.01944,Low
27.99,-78.26,2000,2,Atlantic Ocean,Neuston net,0.032396,Low
27.8524,-82.4093,2016,6,Atlantic Ocean,Van Dorn sampler,0.0,Low
10.760339,-61.441728,2016,1,Atlantic Ocean,Hand picking,2.888889,High
22.0153,-138.7614,2014,5,Pacific Ocean,Grab sample,0.055,Low
21.15,-142.77,2011,6,Pacific Ocean,Neuston net,0.0,Low
28.41,-140.21,2005,1,Pacific Ocean,Neuston net,0.0,Low
30.42635,-137.804,2015,8,Pacific Ocean,Manta net,2.182661,High
29.92,-77.72,2002,5,Atlantic Ocean,Neuston net,0.395248,High
10.7,-66.05,1998,12,Atlantic Ocean,Neuston net,0.0,Low
13.09,-69.5,2000,12,Atlantic Ocean,Neuston net,0.0,Low
16.32,-69.31,2008,12,Atlantic Ocean,Neuston net,0.002516,Low
15.73,-60.3,1998,11,Atlantic Ocean,Neuston net,0.0,Low
16.68,-59.05,2005,11,Atlantic Ocean,Neuston net,0.004552,Low
13.73,-59.93,1998,11,Atlantic Ocean,Neuston net,0.0,Low
